canonicalCommunity,canonicalPlaceId,membershipCountyIds,membershipCount,crossingAuthorityAvailable,crossingAuthorityReason,canonicalCrossingIdentityCount,resolvedCrossingRecordCount,crossingCountyIds,unresolvedCrossingIds,duplicateCrossingIds,missingCrossingMemberships,crossingAuthorityState,crossingIdentityParityPass,crossingMembershipParityPass,crossingAuthorityPass
El Chaparral,4822920,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Eldorado,4822960,schleicher-tx,1,true,,0,0,schleicher-tx,,,,AVAILABLE_EMPTY,true,true,true
Electra,4822984,wichita-tx,1,true,,6,6,wichita-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Elgin,4823044,bastrop-tx|travis-tx,2,true,,21,21,bastrop-tx|travis-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Elias-Fela Solis,4823062,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
El Indio,4823080,maverick-tx,1,true,,0,0,maverick-tx,,,,AVAILABLE_EMPTY,true,true,true
Elkhart,4823140,anderson-tx,1,true,,2,2,anderson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
El Lago,4823164,harris-tx,1,true,,0,0,harris-tx,,,,AVAILABLE_EMPTY,true,true,true
Ellinger,4823176,fayette-tx,1,true,,0,0,fayette-tx,,,,AVAILABLE_EMPTY,true,true,true
Elm Creek,4823254,maverick-tx,1,true,,0,0,maverick-tx,,,,AVAILABLE_EMPTY,true,true,true
Elmendorf,4823272,bexar-tx|wilson-tx,2,true,,4,4,bexar-tx|wilson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
El Mesquite,4823278,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Elmo,4823356,kaufman-tx,1,true,,2,2,kaufman-tx,,,,AVAILABLE_NONEMPTY,true,true,true
E. Lopez,4823398,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
El Paso,4824000,el-paso-tx,1,true,,151,151,el-paso-tx,,,,AVAILABLE_NONEMPTY,true,true,true
El Quiote,4824013,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
El Rancho Vela,4824015,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
El Refugio,4824018,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Elsa,4824036,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
El Socio,4824055,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Emerald Bay,4824158,smith-tx,1,true,,0,0,smith-tx,,,,AVAILABLE_EMPTY,true,true,true
Emhouse,4824168,navarro-tx,1,true,,1,1,navarro-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Emory,4824216,rains-tx,1,true,,0,0,rains-tx,,,,AVAILABLE_EMPTY,true,true,true
Encantada-Ranchito-El Calaboz,4824223,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Enchanted Oaks,4824228,henderson-tx,1,true,,0,0,henderson-tx,,,,AVAILABLE_EMPTY,true,true,true
Encinal,4824240,la-salle-tx,1,true,,3,3,la-salle-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Encino,4824252,brooks-tx,1,true,,0,0,brooks-tx,,,,AVAILABLE_EMPTY,true,true,true
Ennis,4824348,ellis-tx,1,true,,23,23,ellis-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Escobares,4824552,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Estelline,4824636,hall-tx,1,true,,1,1,hall-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Eugenio Saenz,4824738,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Euless,4824768,tarrant-tx,1,true,,0,0,tarrant-tx,,,,AVAILABLE_EMPTY,true,true,true
Eureka,4824816,navarro-tx,1,true,,0,0,navarro-tx,,,,AVAILABLE_EMPTY,true,true,true
Eustace,4824828,henderson-tx,1,true,,3,3,henderson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Evadale,4824840,jasper-tx,1,true,,5,5,jasper-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Evant,4824864,coryell-tx|hamilton-tx,2,true,,0,0,coryell-tx|hamilton-tx,,,,AVAILABLE_EMPTY,true,true,true
Evergreen,4824894,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Everman,4824912,tarrant-tx,1,true,,1,1,tarrant-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Fabens,4825032,el-paso-tx,1,true,,4,4,el-paso-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Fabrica,4825038,maverick-tx,1,true,,1,1,maverick-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Fairchilds,4825068,fort-bend-tx,1,true,,0,0,fort-bend-tx,,,,AVAILABLE_EMPTY,true,true,true
Fairfield,4825104,freestone-tx,1,true,,0,0,freestone-tx,,,,AVAILABLE_EMPTY,true,true,true
Fair Oaks Ranch,4825168,bexar-tx|comal-tx|kendall-tx,3,true,,0,0,bexar-tx|comal-tx|kendall-tx,,,,AVAILABLE_EMPTY,true,true,true
Fairview,4825224,collin-tx,1,true,,1,1,collin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Falconaire,4825338,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Falcon Heights,4825344,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Falcon Lake Estates,4825348,zapata-tx,1,true,,0,0,zapata-tx,,,,AVAILABLE_EMPTY,true,true,true
Falcon Mesa,4825352,zapata-tx,1,true,,0,0,zapata-tx,,,,AVAILABLE_EMPTY,true,true,true
Falcon Village,4825356,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Falfurrias,4825368,brooks-tx,1,true,,0,0,brooks-tx,,,,AVAILABLE_EMPTY,true,true,true
Falls City,4825392,karnes-tx,1,true,,0,0,karnes-tx,,,,AVAILABLE_EMPTY,true,true,true
Falman,4825397,san-patricio-tx,1,true,,0,0,san-patricio-tx,,,,AVAILABLE_EMPTY,true,true,true
Fannett,4825404,jefferson-tx,1,true,,0,0,jefferson-tx,,,,AVAILABLE_EMPTY,true,true,true
Farmers Branch,4825452,dallas-tx,1,true,,20,20,dallas-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Farmersville,4825488,collin-tx,1,true,,9,9,collin-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Farnsworth,4825512,ochiltree-tx,1,true,,0,0,ochiltree-tx,,,,AVAILABLE_EMPTY,true,true,true
Farwell,4825548,parmer-tx,1,true,,3,3,parmer-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Fate,4825572,rockwall-tx,1,true,,3,3,rockwall-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Fayetteville,4825644,fayette-tx,1,true,,6,6,fayette-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Fernando Salinas,4825744,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Ferris,4825752,dallas-tx|ellis-tx,2,true,,6,6,dallas-tx|ellis-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Fifth Street,4825795,fort-bend-tx,1,true,,0,0,fort-bend-tx,,,,AVAILABLE_EMPTY,true,true,true
Flat,4826004,coryell-tx,1,true,,0,0,coryell-tx,,,,AVAILABLE_EMPTY,true,true,true
Flatonia,4826028,fayette-tx,1,true,,10,10,fayette-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Flor del Rio,4826130,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Florence,4826136,williamson-tx,1,true,,0,0,williamson-tx,,,,AVAILABLE_EMPTY,true,true,true
Floresville,4826160,wilson-tx,1,true,,0,0,wilson-tx,,,,AVAILABLE_EMPTY,true,true,true
Flowella,4826220,brooks-tx,1,true,,0,0,brooks-tx,,,,AVAILABLE_EMPTY,true,true,true
Flower Mound,4826232,denton-tx|tarrant-tx,2,true,,4,4,denton-tx|tarrant-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Floydada,4826268,floyd-tx,1,true,,1,1,floyd-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Fluvanna,4826280,scurry-tx,1,true,,0,0,scurry-tx,,,,AVAILABLE_EMPTY,true,true,true
Follett,4826328,lipscomb-tx,1,true,,0,0,lipscomb-tx,,,,AVAILABLE_EMPTY,true,true,true
Forest Heights,4826516,orange-tx,1,true,,0,0,orange-tx,,,,AVAILABLE_EMPTY,true,true,true
Forest Hill,4826544,tarrant-tx,1,true,,8,8,tarrant-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Forney,4826604,kaufman-tx,1,true,,10,10,kaufman-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Forsan,4826640,howard-tx,1,true,,0,0,howard-tx,,,,AVAILABLE_EMPTY,true,true,true
Fort Bliss,4826664,el-paso-tx,1,true,,0,0,el-paso-tx,,,,AVAILABLE_EMPTY,true,true,true
Fort Cavazos,4826666,bell-tx|coryell-tx,2,true,,4,4,bell-tx|coryell-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Fort Clark Springs,4826680,kinney-tx,1,true,,0,0,kinney-tx,,,,AVAILABLE_EMPTY,true,true,true
Fort Davis,4826688,jeff-davis-tx,1,true,,0,0,jeff-davis-tx,,,,AVAILABLE_EMPTY,true,true,true
Fort Hancock,4826724,hudspeth-tx,1,true,,2,2,hudspeth-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Fort Stockton,4826808,pecos-tx,1,true,,8,8,pecos-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Fort Worth,4827000,denton-tx|johnson-tx|parker-tx|tarrant-tx|wise-tx,5,true,,379,379,denton-tx|johnson-tx|parker-tx|tarrant-tx|wise-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Four Corners,4827102,fort-bend-tx,1,true,,0,0,fort-bend-tx,,,,AVAILABLE_EMPTY,true,true,true
Four Points,4827124,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Fowlerton,4827144,la-salle-tx,1,true,,0,0,la-salle-tx,,,,AVAILABLE_EMPTY,true,true,true
Franklin,4827288,robertson-tx,1,true,,5,5,robertson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Frankston,4827300,anderson-tx|henderson-tx,2,true,,0,0,anderson-tx|henderson-tx,,,,AVAILABLE_EMPTY,true,true,true
Fredericksburg,4827348,gillespie-tx,1,true,,0,0,gillespie-tx,,,,AVAILABLE_EMPTY,true,true,true
Freeport,4827420,brazoria-tx,1,true,,25,25,brazoria-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Freer,4827432,duval-tx,1,true,,0,0,duval-tx,,,,AVAILABLE_EMPTY,true,true,true
Fresno,4827540,fort-bend-tx,1,true,,1,1,fort-bend-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Friendswood,4827648,galveston-tx|harris-tx,2,true,,0,0,galveston-tx|harris-tx,,,,AVAILABLE_EMPTY,true,true,true
Friona,4827660,parmer-tx,1,true,,1,1,parmer-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Frisco,4827684,collin-tx|denton-tx,2,true,,15,15,collin-tx|denton-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Fritch,4827696,hutchinson-tx|moore-tx,2,true,,0,0,hutchinson-tx|moore-tx,,,,AVAILABLE_EMPTY,true,true,true
Fronton,4827744,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Fronton Ranchettes,4827748,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Frost,4827768,navarro-tx,1,true,,0,0,navarro-tx,,,,AVAILABLE_EMPTY,true,true,true
Fruitvale,4827804,van-zandt-tx,1,true,,4,4,van-zandt-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Fulshear,4827876,fort-bend-tx,1,true,,0,0,fort-bend-tx,,,,AVAILABLE_EMPTY,true,true,true
Fulton,4827888,aransas-tx,1,true,,0,0,aransas-tx,,,,AVAILABLE_EMPTY,true,true,true
Gail,4827972,borden-tx,1,true,,0,0,borden-tx,,,,AVAILABLE_EMPTY,true,true,true
Gainesville,4827984,cooke-tx,1,true,,17,17,cooke-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Galena Park,4827996,harris-tx,1,true,,10,10,harris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Gallatin,4828008,cherokee-tx,1,true,,0,0,cherokee-tx,,,,AVAILABLE_EMPTY,true,true,true
Galveston,4828068,galveston-tx,1,true,,33,33,galveston-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Ganado,4828080,jackson-tx,1,true,,3,3,jackson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Garceno,4828128,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Garciasville,4828152,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Garden City,4828176,glasscock-tx,1,true,,0,0,glasscock-tx,,,,AVAILABLE_EMPTY,true,true,true
Gardendale,4828200,ector-tx,1,true,,0,0,ector-tx,,,,AVAILABLE_EMPTY,true,true,true
Garden Ridge,4828248,comal-tx,1,true,,3,3,comal-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Garfield,4828320,travis-tx,1,true,,0,0,travis-tx,,,,AVAILABLE_EMPTY,true,true,true
Garland,4829000,collin-tx|dallas-tx,2,true,,59,59,collin-tx|dallas-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Garner,4829012,parker-tx,1,true,,0,0,parker-tx,,,,AVAILABLE_EMPTY,true,true,true
Garrett,4829036,ellis-tx,1,true,,3,3,ellis-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Garrison,4829060,nacogdoches-tx,1,true,,5,5,nacogdoches-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Garwood,4829096,colorado-tx,1,true,,0,0,colorado-tx,,,,AVAILABLE_EMPTY,true,true,true
Gary City,4829108,panola-tx,1,true,,3,3,panola-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Garza-Salinas II,4829114,starr-tx,1,true,,1,1,starr-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Gatesville,4829168,coryell-tx,1,true,,0,0,coryell-tx,,,,AVAILABLE_EMPTY,true,true,true
Gause,4829216,milam-tx,1,true,,3,3,milam-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Georgetown,4829336,williamson-tx,1,true,,8,8,williamson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
George West,4829348,live-oak-tx,1,true,,4,4,live-oak-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Geronimo,4829384,guadalupe-tx,1,true,,0,0,guadalupe-tx,,,,AVAILABLE_EMPTY,true,true,true
Gholson,4829408,mclennan-tx,1,true,,0,0,mclennan-tx,,,,AVAILABLE_EMPTY,true,true,true
Giddings,4829432,lee-tx,1,true,,10,10,lee-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Gilmer,4829564,upshur-tx,1,true,,11,11,upshur-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Girard,4829612,kent-tx,1,true,,0,0,kent-tx,,,,AVAILABLE_EMPTY,true,true,true
Gladewater,4829660,gregg-tx|upshur-tx,2,true,,8,8,gregg-tx|upshur-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Glazier,4829732,hemphill-tx,1,true,,1,1,hemphill-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Glenn Heights,4829840,dallas-tx|ellis-tx,2,true,,0,0,dallas-tx|ellis-tx,,,,AVAILABLE_EMPTY,true,true,true
Glen Rose,4829876,somervell-tx,1,true,,0,0,somervell-tx,,,,AVAILABLE_EMPTY,true,true,true
Glidden,4829912,colorado-tx,1,true,,0,0,colorado-tx,,,,AVAILABLE_EMPTY,true,true,true
Godley,4829972,johnson-tx,1,true,,10,10,johnson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Goldsmith,4830044,ector-tx,1,true,,0,0,ector-tx,,,,AVAILABLE_EMPTY,true,true,true
Goldthwaite,4830056,mills-tx,1,true,,5,5,mills-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Goliad,4830080,goliad-tx,1,true,,0,0,goliad-tx,,,,AVAILABLE_EMPTY,true,true,true
Golinda,4830092,falls-tx|mclennan-tx,2,true,,0,0,falls-tx|mclennan-tx,,,,AVAILABLE_EMPTY,true,true,true
Gonzales,4830116,gonzales-tx,1,true,,5,5,gonzales-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Goodlow,4830188,navarro-tx,1,true,,0,0,navarro-tx,,,,AVAILABLE_EMPTY,true,true,true
Goodrich,4830224,polk-tx,1,true,,1,1,polk-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Gordon,4830272,palo-pinto-tx,1,true,,2,2,palo-pinto-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Goree,4830296,knox-tx,1,true,,0,0,knox-tx,,,,AVAILABLE_EMPTY,true,true,true
Gorman,4830308,eastland-tx,1,true,,3,3,eastland-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Graford,4830380,palo-pinto-tx,1,true,,0,0,palo-pinto-tx,,,,AVAILABLE_EMPTY,true,true,true
Graham,4830392,young-tx,1,true,,0,0,young-tx,,,,AVAILABLE_EMPTY,true,true,true
Granbury,4830416,hood-tx,1,true,,9,9,hood-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Grandfalls,4830440,ward-tx,1,true,,0,0,ward-tx,,,,AVAILABLE_EMPTY,true,true,true
Grand Prairie,4830464,dallas-tx|ellis-tx|johnson-tx|tarrant-tx,4,true,,54,54,dallas-tx|ellis-tx|johnson-tx|tarrant-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Grand Saline,4830476,van-zandt-tx,1,true,,5,5,van-zandt-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Grandview,4830512,johnson-tx,1,true,,3,3,johnson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Granger,4830548,williamson-tx,1,true,,3,3,williamson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Grangerland,4830560,montgomery-tx,1,true,,0,0,montgomery-tx,,,,AVAILABLE_EMPTY,true,true,true
Granite Shoals,4830584,burnet-tx,1,true,,0,0,burnet-tx,,,,AVAILABLE_EMPTY,true,true,true
Granjeno,4830608,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Grape Creek,4830629,tom-green-tx,1,true,,0,0,tom-green-tx,,,,AVAILABLE_EMPTY,true,true,true
Grapeland,4830632,houston-tx,1,true,,4,4,houston-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Grapevine,4830644,dallas-tx|denton-tx|tarrant-tx,3,true,,29,29,dallas-tx|denton-tx|tarrant-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Grays Prairie,4830752,kaufman-tx,1,true,,0,0,kaufman-tx,,,,AVAILABLE_EMPTY,true,true,true
Green Valley Farms,4830890,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Greenville,4830920,hunt-tx,1,true,,46,46,hunt-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Gregory,4831064,san-patricio-tx,1,true,,15,15,san-patricio-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Grey Forest,4831100,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
Groesbeck,4831280,limestone-tx,1,true,,6,6,limestone-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Groom,4831292,carson-tx,1,true,,0,0,carson-tx,,,,AVAILABLE_EMPTY,true,true,true
Groves,4831328,jefferson-tx,1,true,,3,3,jefferson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Groveton,4831340,trinity-tx,1,true,,0,0,trinity-tx,,,,AVAILABLE_EMPTY,true,true,true
Gruver,4831412,hansford-tx,1,true,,0,0,hansford-tx,,,,AVAILABLE_EMPTY,true,true,true
Guadalupe Guerra,4831442,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Guerra,4831484,jim-hogg-tx,1,true,,0,0,jim-hogg-tx,,,,AVAILABLE_EMPTY,true,true,true
Gun Barrel City,4831592,henderson-tx,1,true,,0,0,henderson-tx,,,,AVAILABLE_EMPTY,true,true,true
Gunter,4831616,grayson-tx,1,true,,8,8,grayson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Gustine,4831628,comanche-tx,1,true,,0,0,comanche-tx,,,,AVAILABLE_EMPTY,true,true,true
Guthrie,4831640,king-tx,1,true,,0,0,king-tx,,,,AVAILABLE_EMPTY,true,true,true
Gutierrez,4831646,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Hackberry,4831715,denton-tx,1,true,,0,0,denton-tx,,,,AVAILABLE_EMPTY,true,true,true
Hale Center,4831820,hale-tx,1,true,,3,3,hale-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hallettsville,4831868,lavaca-tx,1,true,,0,0,lavaca-tx,,,,AVAILABLE_EMPTY,true,true,true
Hallsburg,4831880,mclennan-tx,1,true,,0,0,mclennan-tx,,,,AVAILABLE_EMPTY,true,true,true
Hallsville,4831904,harrison-tx,1,true,,3,3,harrison-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Haltom City,4831928,tarrant-tx,1,true,,15,15,tarrant-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hamilton,4831952,hamilton-tx,1,true,,0,0,hamilton-tx,,,,AVAILABLE_EMPTY,true,true,true
Hamlin,4831964,fisher-tx|jones-tx,2,true,,0,0,fisher-tx|jones-tx,,,,AVAILABLE_EMPTY,true,true,true
Hamshire,4832012,jefferson-tx,1,true,,0,0,jefferson-tx,,,,AVAILABLE_EMPTY,true,true,true
Happy,4832156,randall-tx|swisher-tx,2,true,,2,2,randall-tx|swisher-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hardin,4832240,liberty-tx,1,true,,3,3,liberty-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Harding Gill Tract,4832246,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Hargill,4832300,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Harker Heights,4832312,bell-tx,1,true,,3,3,bell-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Harlingen,4832372,cameron-tx,1,true,,89,89,cameron-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Harper,4832456,gillespie-tx,1,true,,0,0,gillespie-tx,,,,AVAILABLE_EMPTY,true,true,true
Harrold,4832552,wilbarger-tx,1,true,,3,3,wilbarger-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hart,4832576,castro-tx,1,true,,1,1,castro-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hartley,4832612,hartley-tx,1,true,,1,1,hartley-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Haskell,4832696,haskell-tx,1,true,,0,0,haskell-tx,,,,AVAILABLE_EMPTY,true,true,true
Haslet,4832720,denton-tx|tarrant-tx,2,true,,3,3,denton-tx|tarrant-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Havana,4832792,hidalgo-tx,1,true,,2,2,hidalgo-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hawk Cove,4832810,hunt-tx,1,true,,0,0,hunt-tx,,,,AVAILABLE_EMPTY,true,true,true
Hawkins,4832816,wood-tx,1,true,,2,2,wood-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hawley,4832840,jones-tx,1,true,,0,0,jones-tx,,,,AVAILABLE_EMPTY,true,true,true
Hays,4832906,hays-tx,1,true,,0,0,hays-tx,,,,AVAILABLE_EMPTY,true,true,true
H. Cuellar Estates,4832910,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Hearne,4832972,robertson-tx,1,true,,12,12,robertson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Heartland,4832978,kaufman-tx,1,true,,0,0,kaufman-tx,,,,AVAILABLE_EMPTY,true,true,true
Heath,4832984,kaufman-tx|rockwall-tx,2,true,,0,0,kaufman-tx|rockwall-tx,,,,AVAILABLE_EMPTY,true,true,true
Hebbronville,4833008,jim-hogg-tx,1,true,,11,11,jim-hogg-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hebron,4833020,collin-tx|denton-tx,2,true,,0,0,collin-tx|denton-tx,,,,AVAILABLE_EMPTY,true,true,true
Hedley,4833044,donley-tx,1,true,,3,3,donley-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hedwig Village,4833068,harris-tx,1,true,,0,0,harris-tx,,,,AVAILABLE_EMPTY,true,true,true
Heidelberg,4833092,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Helotes,4833146,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
Hemphill,4833188,sabine-tx,1,true,,0,0,sabine-tx,,,,AVAILABLE_EMPTY,true,true,true
Hempstead,4833200,waller-tx,1,true,,7,7,waller-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Henderson,4833212,rusk-tx,1,true,,7,7,rusk-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Henrietta,4833284,clay-tx,1,true,,4,4,clay-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hereford,4833320,deaf-smith-tx,1,true,,10,10,deaf-smith-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hermleigh,4833356,scurry-tx,1,true,,4,4,scurry-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hewitt,4833428,mclennan-tx,1,true,,5,5,mclennan-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hickory Creek,4833476,denton-tx,1,true,,2,2,denton-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hico,4833548,erath-tx|hamilton-tx,2,true,,0,0,erath-tx|hamilton-tx,,,,AVAILABLE_EMPTY,true,true,true
Hidalgo,4833560,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Hideaway,4833578,smith-tx,1,true,,0,0,smith-tx,,,,AVAILABLE_EMPTY,true,true,true
Higgins,4833608,lipscomb-tx,1,true,,1,1,lipscomb-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Highland Haven,4833794,burnet-tx,1,true,,0,0,burnet-tx,,,,AVAILABLE_EMPTY,true,true,true
Highland Park,4833824,dallas-tx,1,true,,0,0,dallas-tx,,,,AVAILABLE_EMPTY,true,true,true
Highlands,4833836,harris-tx,1,true,,7,7,harris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Highland Village,4833848,denton-tx,1,true,,4,4,denton-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hill Country Village,4833968,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
Hillcrest Village,4834018,brazoria-tx,1,true,,0,0,brazoria-tx,,,,AVAILABLE_EMPTY,true,true,true
Hillsboro,4834088,hill-tx,1,true,,12,12,hill-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Hillside Acres,4834105,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Hilltop,4834130,frio-tx,1,true,,0,0,frio-tx,,,,AVAILABLE_EMPTY,true,true,true
