"county_id","place_geoid","community","local_pass","status"
"cameron-tx","4840258","Lago","true","CONDITIONAL"
"starr-tx","4840262","Lago Vista","true","CONDITIONAL"
"travis-tx","4840264","Lago Vista","true","CONDITIONAL"
"fayette-tx","4840276","La Grange","true","CONDITIONAL"
"starr-tx","4840288","La Grulla","true","CONDITIONAL"
"cameron-tx","4840300","Laguna Heights","true","CONDITIONAL"
"bosque-tx","4840312","Laguna Park","true","CONDITIONAL"
"hidalgo-tx","4840320","Laguna Seca","true","CONDITIONAL"
"cameron-tx","4840336","Laguna Vista","true","CONDITIONAL"
"hidalgo-tx","4840342","La Homa","true","CONDITIONAL"
"hidalgo-tx","4840384","La Joya","true","CONDITIONAL"
"wise-tx","4840450","Lake Bridgeport","true","CONDITIONAL"
"brown-tx","4840456","Lake Brownwood","true","CONDITIONAL"
"brazos-tx","4840462","Lake Bryan","true","CONDITIONAL"
"gregg-tx","4840468","Lake Cherokee","true","CONDITIONAL"
"rusk-tx","4840468","Lake Cherokee","true","CONDITIONAL"
"san-patricio-tx","4840472","Lake City","true","CONDITIONAL"
"mitchell-tx","4840475","Lake Colorado City","true","CONDITIONAL"
"denton-tx","4840516","Lake Dallas","true","CONDITIONAL"
"guadalupe-tx","4840522","Lake Dunlap","true","CONDITIONAL"
"bandera-tx","4840576","Lakehills","true","CONDITIONAL"
"brazoria-tx","4840588","Lake Jackson","true","CONDITIONAL"
"cooke-tx","4840624","Lake Kiowa","true","CONDITIONAL"
"bandera-tx","4840674","Lake Medina Shores","true","CONDITIONAL"
"medina-tx","4840674","Lake Medina Shores","true","CONDITIONAL"
"hutchinson-tx","4840676","Lake Meredith Estates","true","CONDITIONAL"
"gregg-tx","4840696","Lakeport","true","CONDITIONAL"
"san-patricio-tx","4840714","Lakeshore Gardens-Hidden Acres","true","CONDITIONAL"
"san-patricio-tx","4840738","Lakeside","true","CONDITIONAL"
"tarrant-tx","4840744","Lakeside","true","CONDITIONAL"
"archer-tx","4840756","Lakeside City","true","CONDITIONAL"
"randall-tx","4840804","Lake Tanglewood","true","CONDITIONAL"
"hall-tx","4840888","Lakeview","true","CONDITIONAL"
"val-verde-tx","4840966","Lake View","true","CONDITIONAL"
"travis-tx","4840984","Lakeway","true","CONDITIONAL"
"denton-tx","4841050","Lakewood Village","true","CONDITIONAL"
"tarrant-tx","4841056","Lake Worth","true","CONDITIONAL"
"starr-tx","4841086","La Loma de Falcon","true","CONDITIONAL"
"aransas-tx","4841092","Lamar","true","CONDITIONAL"
"galveston-tx","4841116","La Marque","true","CONDITIONAL"
"dawson-tx","4841164","Lamesa","true","CONDITIONAL"
"starr-tx","4841170","La Minita","true","CONDITIONAL"
"comanche-tx","4841176","Lamkin","true","CONDITIONAL"
"webb-tx","4841180","La Moca Ranch","true","CONDITIONAL"
"lampasas-tx","4841188","Lampasas","true","CONDITIONAL"
"dallas-tx","4841212","Lancaster","true","CONDITIONAL"
"denton-tx","4841404","Lantana","true","CONDITIONAL"
"cameron-tx","4841416","La Paloma","true","CONDITIONAL"
"san-patricio-tx","4841420","La Paloma Addition","true","CONDITIONAL"
"nueces-tx","4841422","La Paloma-Lost Creek","true","CONDITIONAL"
"starr-tx","4841424","La Paloma Ranchettes","true","CONDITIONAL"
"harris-tx","4841440","La Porte","true","CONDITIONAL"
"webb-tx","4841449","La Presa","true","CONDITIONAL"
"zavala-tx","4841452","La Pryor","true","CONDITIONAL"
"starr-tx","4841458","La Puerta","true","CONDITIONAL"
"webb-tx","4841464","Laredo","true","CONDITIONAL"
"webb-tx","4841473","Laredo Ranchettes","true","CONDITIONAL"
"webb-tx","4841475","Laredo Ranchettes West","true","CONDITIONAL"
"starr-tx","4841503","La Rosita","true","CONDITIONAL"
"cameron-tx","4841542","Lasana","true","CONDITIONAL"
"willacy-tx","4841548","Lasara","true","CONDITIONAL"
"webb-tx","4841565","Las Haciendas","true","CONDITIONAL"
"starr-tx","4841566","Las Lomas","true","CONDITIONAL"
"jim-hogg-tx","4841569","Las Lomitas","true","CONDITIONAL"
"zapata-tx","4841579","Las Palmas","true","CONDITIONAL"
"cameron-tx","4841580","Las Palmas II","true","CONDITIONAL"
"webb-tx","4841582","Las Pilas","true","CONDITIONAL"
"maverick-tx","4841583","Las Quintas Fronterizas","true","CONDITIONAL"
"houston-tx","4841644","Latexo","true","CONDITIONAL"
"cameron-tx","4841660","La Tina Ranch","true","CONDITIONAL"
"val-verde-tx","4841704","Laughlin AFB","true","CONDITIONAL"
"cameron-tx","4841728","Laureles","true","CONDITIONAL"
"wilson-tx","4841764","La Vernia","true","CONDITIONAL"
"starr-tx","4841782","La Victoria","true","CONDITIONAL"
"hidalgo-tx","4841788","La Villa","true","CONDITIONAL"
"collin-tx","4841800","Lavon","true","CONDITIONAL"
"jackson-tx","4841848","La Ward","true","CONDITIONAL"
"taylor-tx","4841872","Lawn","true","CONDITIONAL"
"galveston-tx","4841980","League City","true","CONDITIONAL"
"harris-tx","4841980","League City","true","CONDITIONAL"
"real-tx","4842004","Leakey","true","CONDITIONAL"
"travis-tx","4842016","Leander","true","CONDITIONAL"
"williamson-tx","4842016","Leander","true","CONDITIONAL"
"bowie-tx","4842028","Leary","true","CONDITIONAL"
"gray-tx","4842148","Lefors","true","CONDITIONAL"
"donley-tx","4842244","Lelia Lake","true","CONDITIONAL"
"atascosa-tx","4842256","Leming","true","CONDITIONAL"
"leon-tx","4842340","Leona","true","CONDITIONAL"
"fannin-tx","4842352","Leonard","true","CONDITIONAL"
"bexar-tx","4842388","Leon Valley","true","CONDITIONAL"
"mclennan-tx","4842400","Leroy","true","CONDITIONAL"
"hockley-tx","4842448","Levelland","true","CONDITIONAL"
"dallas-tx","4842508","Lewisville","true","CONDITIONAL"
"denton-tx","4842508","Lewisville","true","CONDITIONAL"
"lee-tx","4842532","Lexington","true","CONDITIONAL"
"liberty-tx","4842568","Liberty","true","CONDITIONAL"
"gregg-tx","4842616","Liberty City","true","CONDITIONAL"
"williamson-tx","4842664","Liberty Hill","true","CONDITIONAL"
"smith-tx","4842820","Lindale","true","CONDITIONAL"
"cass-tx","4842844","Linden","true","CONDITIONAL"
"cooke-tx","4842868","Lindsay","true","CONDITIONAL"
"reeves-tx","4842874","Lindsay","true","CONDITIONAL"
"erath-tx","4842880","Lingleville","true","CONDITIONAL"
"hidalgo-tx","4842916","Linn","true","CONDITIONAL"
"hood-tx","4842940","Lipan","true","CONDITIONAL"
"lipscomb-tx","4842952","Lipscomb","true","CONDITIONAL"
"orange-tx","4843000","Little Cypress","true","CONDITIONAL"
"denton-tx","4843012","Little Elm","true","CONDITIONAL"
"lamb-tx","4843024","Littlefield","true","CONDITIONAL"
"bell-tx","4843066","Little River-Academy","true","CONDITIONAL"
"bexar-tx","4843096","Live Oak","true","CONDITIONAL"
"brazoria-tx","4843120","Liverpool","true","CONDITIONAL"
"polk-tx","4843132","Livingston","true","CONDITIONAL"
"llano-tx","4843144","Llano","true","CONDITIONAL"
"hidalgo-tx","4843150","Llano Grande","true","CONDITIONAL"
"wilbarger-tx","4843216","Lockett","true","CONDITIONAL"
"caldwell-tx","4843240","Lockhart","true","CONDITIONAL"
"floyd-tx","4843252","Lockney","true","CONDITIONAL"
"henderson-tx","4843354","Log Cabin","true","CONDITIONAL"
"jackson-tx","4843432","Lolita","true","CONDITIONAL"
"zavala-tx","4843458","Loma Grande","true","CONDITIONAL"
"san-patricio-tx","4843460","Loma Linda","true","CONDITIONAL"
"jim-wells-tx","4843462","Loma Linda East","true","CONDITIONAL"
"starr-tx","4843463","Loma Linda East","true","CONDITIONAL"
"starr-tx","4843465","Loma Linda West","true","CONDITIONAL"
"starr-tx","4843474","Loma Vista","true","CONDITIONAL"
"lampasas-tx","4843516","Lometa","true","CONDITIONAL"
"hunt-tx","4843636","Lone Oak","true","CONDITIONAL"
"morris-tx","4843684","Lone Star","true","CONDITIONAL"
"starr-tx","4843822","Longoria","true","CONDITIONAL"
"gregg-tx","4843888","Longview","true","CONDITIONAL"
"harrison-tx","4843888","Longview","true","CONDITIONAL"
"gaines-tx","4843948","Loop","true","CONDITIONAL"
"zapata-tx","4843960","Lope̱o","true","CONDITIONAL"
"hidalgo-tx","4843972","Lopezville","true","CONDITIONAL"
"mitchell-tx","4843996","Loraine","true","CONDITIONAL"
"mclennan-tx","4844020","Lorena","true","CONDITIONAL"
"crosby-tx","4844032","Lorenzo","true","CONDITIONAL"
"webb-tx","4844038","Los Altos","true","CONDITIONAL"
"starr-tx","4844044","Los Alvarez","true","CONDITIONAL"
"willacy-tx","4844062","Los Angeles","true","CONDITIONAL"
"webb-tx","4844072","Los Arcos","true","CONDITIONAL"
"starr-tx","4844075","Los Arrieros","true","CONDITIONAL"
"starr-tx","4844076","Los Barreras","true","CONDITIONAL"
"webb-tx","4844077","Los Centenarios","true","CONDITIONAL"
"webb-tx","4844079","Los Corralitos","true","CONDITIONAL"
"hidalgo-tx","4844104","Los Ebanos","true","CONDITIONAL"
"starr-tx","4844110","Los Ebanos","true","CONDITIONAL"
"cameron-tx","4844116","Los Fresnos","true","CONDITIONAL"
"webb-tx","4844120","Los Fresnos","true","CONDITIONAL"
"webb-tx","4844123","Los Huisaches","true","CONDITIONAL"
"cameron-tx","4844128","Los Indios","true","CONDITIONAL"
"zapata-tx","4844142","Los Lobos","true","CONDITIONAL"
"webb-tx","4844145","Los Minerales","true","CONDITIONAL"
"webb-tx","4844146","Los Nopalitos","true","CONDITIONAL"
"travis-tx","4844162","Lost Creek","true","CONDITIONAL"
"webb-tx","4844167","Los Veteranos I","true","CONDITIONAL"
"webb-tx","4844168","Los Veteranos II","true","CONDITIONAL"
"dawson-tx","4844170","Los Ybanez","true","CONDITIONAL"
"falls-tx","4844176","Lott","true","CONDITIONAL"
"wharton-tx","4844212","Louise","true","CONDITIONAL"
"houston-tx","4844260","Lovelady","true","CONDITIONAL"
"young-tx","4844284","Loving","true","CONDITIONAL"
"collin-tx","4844308","Lowry Crossing","true","CONDITIONAL"
"cameron-tx","4844344","Lozano","true","CONDITIONAL"
"lubbock-tx","4845000","Lubbock","true","CONDITIONAL"
"collin-tx","4845012","Lucas","true","CONDITIONAL"
"jones-tx","4845048","Lueders","true","CONDITIONAL"
"shackelford-tx","4845048","Lueders","true","CONDITIONAL"
"angelina-tx","4845072","Lufkin","true","CONDITIONAL"
"caldwell-tx","4845096","Luling","true","CONDITIONAL"
"guadalupe-tx","4845096","Luling","true","CONDITIONAL"
"hardin-tx","4845120","Lumberton","true","CONDITIONAL"
"willacy-tx","4845228","Lyford","true","CONDITIONAL"
"burleson-tx","4845276","Lyons","true","CONDITIONAL"
"atascosa-tx","4845288","Lytle","true","CONDITIONAL"
"bexar-tx","4845288","Lytle","true","CONDITIONAL"
"medina-tx","4845288","Lytle","true","CONDITIONAL"
"henderson-tx","4845324","Mabank","true","CONDITIONAL"
"kaufman-tx","4845324","Mabank","true","CONDITIONAL"
"van-zandt-tx","4845324","Mabank","true","CONDITIONAL"
"hidalgo-tx","4845384","McAllen","true","CONDITIONAL"
"upton-tx","4845432","McCamey","true","CONDITIONAL"
"fisher-tx","4845444","McCaulley","true","CONDITIONAL"
"bastrop-tx","4845564","McDade","true","CONDITIONAL"
"bexar-tx","4845576","Macdona","true","CONDITIONAL"
"coryell-tx","4845672","McGregor","true","CONDITIONAL"
"mclennan-tx","4845672","McGregor","true","CONDITIONAL"
"collin-tx","4845744","McKinney","true","CONDITIONAL"
"andrews-tx","4845750","McKinney Acres","true","CONDITIONAL"
"gray-tx","4845780","McLean","true","CONDITIONAL"
"kaufman-tx","4845804","McLendon-Chisholm","true","CONDITIONAL"
"rockwall-tx","4845804","McLendon-Chisholm","true","CONDITIONAL"
"cass-tx","4845816","McLeod","true","CONDITIONAL"
"guadalupe-tx","4845948","McQueeney","true","CONDITIONAL"
"madison-tx","4845996","Madisonville","true","CONDITIONAL"
"montgomery-tx","4846056","Magnolia","true","CONDITIONAL"
"calhoun-tx","4846080","Magnolia Beach","true","CONDITIONAL"
"henderson-tx","4846224","Malakoff","true","CONDITIONAL"
"hill-tx","4846260","Malone","true","CONDITIONAL"
"travis-tx","4846308","Manchaca","true","CONDITIONAL"
"travis-tx","4846440","Manor","true","CONDITIONAL"
"ellis-tx","4846452","Mansfield","true","CONDITIONAL"
"johnson-tx","4846452","Mansfield","true","CONDITIONAL"
"tarrant-tx","4846452","Mansfield","true","CONDITIONAL"
"starr-tx","4846492","Manuel Garcia","true","CONDITIONAL"
"starr-tx","4846494","Manuel Garcia II","true","CONDITIONAL"
"brazoria-tx","4846500","Manvel","true","CONDITIONAL"
"brewster-tx","4846572","Marathon","true","CONDITIONAL"
"burnet-tx","4846584","Marble Falls","true","CONDITIONAL"
"presidio-tx","4846620","Marfa","true","CONDITIONAL"
"cass-tx","4846668","Marietta","true","CONDITIONAL"
"guadalupe-tx","4846692","Marion","true","CONDITIONAL"
"matagorda-tx","4846716","Markham","true","CONDITIONAL"
"falls-tx","4846740","Marlin","true","CONDITIONAL"
"leon-tx","4846752","Marquez","true","CONDITIONAL"
"harrison-tx","4846776","Marshall","true","CONDITIONAL"
"limestone-tx","4846824","Mart","true","CONDITIONAL"
"mclennan-tx","4846824","Mart","true","CONDITIONAL"
"caldwell-tx","4846848","Martindale","true","CONDITIONAL"
"starr-tx","4846854","Martinez","true","CONDITIONAL"
"mason-tx","4846968","Mason","true","CONDITIONAL"
"motley-tx","4847004","Matador","true","CONDITIONAL"
"matagorda-tx","4847016","Matagorda","true","CONDITIONAL"
"san-patricio-tx","4847040","Mathis","true","CONDITIONAL"
"bowie-tx","4847088","Maud","true","CONDITIONAL"
"orange-tx","4847100","Mauriceville","true","CONDITIONAL"
"brown-tx","4847172","May","true","CONDITIONAL"
"ellis-tx","4847268","Maypearl","true","CONDITIONAL"
"terry-tx","4847316","Meadow","true","CONDITIONAL"
"burnet-tx","4847330","Meadowlakes","true","CONDITIONAL"
"fort-bend-tx","4847337","Meadows Place","true","CONDITIONAL"
"zapata-tx","4847406","Medina","true","CONDITIONAL"
"archer-tx","4847460","Megargel","true","CONDITIONAL"
"collin-tx","4847496","Melissa","true","CONDITIONAL"
"mcculloch-tx","4847568","Melvin","true","CONDITIONAL"
"hall-tx","4847616","Memphis","true","CONDITIONAL"
"menard-tx","4847628","Menard","true","CONDITIONAL"
"loving-tx","4847676","Mentone","true","CONDITIONAL"
"hidalgo-tx","4847700","Mercedes","true","CONDITIONAL"
"bosque-tx","4847760","Meridian","true","CONDITIONAL"
"taylor-tx","4847796","Merkel","true","CONDITIONAL"
"hill-tx","4847820","Mertens","true","CONDITIONAL"
"irion-tx","4847832","Mertzon","true","CONDITIONAL"
"dallas-tx","4847892","Mesquite","true","CONDITIONAL"
"kaufman-tx","4847892","Mesquite","true","CONDITIONAL"
"starr-tx","4847898","Mesquite","true","CONDITIONAL"
"limestone-tx","4847916","Mexia","true","CONDITIONAL"
"roberts-tx","4847988","Miami","true","CONDITIONAL"
"matagorda-tx","4848048","Midfield","true","CONDITIONAL"
"martin-tx","4848072","Midland","true","CONDITIONAL"
"midland-tx","4848072","Midland","true","CONDITIONAL"
"ellis-tx","4848096","Midlothian","true","CONDITIONAL"
"madison-tx","4848180","Midway","true","CONDITIONAL"
"hidalgo-tx","4848272","Midway North","true","CONDITIONAL"
"hidalgo-tx","4848280","Midway South","true","CONDITIONAL"
"starr-tx","4848315","Miguel Barrera","true","CONDITIONAL"
"starr-tx","4848318","Mikes","true","CONDITIONAL"
"hidalgo-tx","4848320","Mila Doce","true","CONDITIONAL"
"sabine-tx","4848324","Milam","true","CONDITIONAL"
"milam-tx","4848336","Milano","true","CONDITIONAL"
"navarro-tx","4848372","Mildred","true","CONDITIONAL"
"runnels-tx","4848396","Miles","true","CONDITIONAL"
"ellis-tx","4848408","Milford","true","CONDITIONAL"
"titus-tx","4848478","Miller's Cove","true","CONDITIONAL"
"parker-tx","4848564","Millsap","true","CONDITIONAL"
"wood-tx","4848648","Mineola","true","CONDITIONAL"
"palo-pinto-tx","4848684","Mineral Wells","true","CONDITIONAL"
"parker-tx","4848684","Mineral Wells","true","CONDITIONAL"
"palo-pinto-tx","4848720","Mingus","true","CONDITIONAL"
"starr-tx","4848750","Mi Ranchito Estate","true","CONDITIONAL"
"webb-tx","4848756","Mirando City","true","CONDITIONAL"
"hidalgo-tx","4848768","Mission","true","CONDITIONAL"
"fort-bend-tx","4848772","Mission Bend","true","CONDITIONAL"
"harris-tx","4848772","Mission Bend","true","CONDITIONAL"
"fort-bend-tx","4848804","Missouri City","true","CONDITIONAL"
"harris-tx","4848804","Missouri City","true","CONDITIONAL"
"wheeler-tx","4848852","Mobeetie","true","CONDITIONAL"
"rockwall-tx","4848858","Mobile City","true","CONDITIONAL"
"ward-tx","4848936","Monahans","true","CONDITIONAL"
"winkler-tx","4848936","Monahans","true","CONDITIONAL"
"montague-tx","4849032","Montague","true","CONDITIONAL"
"chambers-tx","4849068","Mont Belvieu","true","CONDITIONAL"
"liberty-tx","4849068","Mont Belvieu","true","CONDITIONAL"
"hidalgo-tx","4849080","Monte Alto","true","CONDITIONAL"
"montgomery-tx","4849128","Montgomery","true","CONDITIONAL"
"mclennan-tx","4849200","Moody","true","CONDITIONAL"
"frio-tx","4849224","Moore","true","CONDITIONAL"
"henderson-tx","4849272","Moore Station","true","CONDITIONAL"
"starr-tx","4849300","Moraida","true","CONDITIONAL"
"zapata-tx","4849314","Morales-Sanchez","true","CONDITIONAL"
"shackelford-tx","4849320","Moran","true","CONDITIONAL"
"bosque-tx","4849356","Morgan","true","CONDITIONAL"
"san-patricio-tx","4849359","Morgan Farm","true","CONDITIONAL"
"chambers-tx","4849380","Morgan's Point","true","CONDITIONAL"
"harris-tx","4849380","Morgan's Point","true","CONDITIONAL"
"bell-tx","4849392","Morgan's Point Resort","true","CONDITIONAL"
"el-paso-tx","4849411","Morning Glory","true","CONDITIONAL"
"hansford-tx","4849440","Morse","true","CONDITIONAL"
"cochran-tx","4849464","Morton","true","CONDITIONAL"
"bosque-tx","4849512","Mosheim","true","CONDITIONAL"
"lavaca-tx","4849560","Moulton","true","CONDITIONAL"
"coryell-tx","4849572","Mound","true","CONDITIONAL"
"hays-tx","4849600","Mountain City","true","CONDITIONAL"
"hill-tx","4849692","Mount Calm","true","CONDITIONAL"
"rusk-tx","4849728","Mount Enterprise","true","CONDITIONAL"
"titus-tx","4849800","Mount Pleasant","true","CONDITIONAL"
"franklin-tx","4849860","Mount Vernon","true","CONDITIONAL"
"cooke-tx","4849932","Muenster","true","CONDITIONAL"
"bailey-tx","4849968","Muleshoe","true","CONDITIONAL"
"mills-tx","4849992","Mullin","true","CONDITIONAL"
"knox-tx","4850040","Munday","true","CONDITIONAL"
"hidalgo-tx","4850058","Muniz","true","CONDITIONAL"
"henderson-tx","4850076","Murchison","true","CONDITIONAL"
"hidalgo-tx","4850092","Murillo","true","CONDITIONAL"
"collin-tx","4850100","Murphy","true","CONDITIONAL"
"bastrop-tx","4850200","Mustang Ridge","true","CONDITIONAL"
"caldwell-tx","4850200","Mustang Ridge","true","CONDITIONAL"
"travis-tx","4850200","Mustang Ridge","true","CONDITIONAL"
"cooke-tx","4850220","Myra","true","CONDITIONAL"
"van-zandt-tx","4850232","Myrtle Springs","true","CONDITIONAL"
"nacogdoches-tx","4850256","Nacogdoches","true","CONDITIONAL"
"colorado-tx","4850268","Nada","true","CONDITIONAL"
"morris-tx","4850316","Naples","true","CONDITIONAL"
"starr-tx","4850322","Narciso Pena","true","CONDITIONAL"
"bowie-tx","4850352","Nash","true","CONDITIONAL"
"harris-tx","4850376","Nassau Bay","true","CONDITIONAL"
"medina-tx","4850400","Natalia","true","CONDITIONAL"
"navarro-tx","4850448","Navarro","true","CONDITIONAL"
"brazos-tx","4850472","Navasota","true","CONDITIONAL"
"grimes-tx","4850472","Navasota","true","CONDITIONAL"
"castro-tx","4850496","Nazareth","true","CONDITIONAL"
"anderson-tx","4850544","Neches","true","CONDITIONAL"
"jefferson-tx","4850580","Nederland","true","CONDITIONAL"
"fort-bend-tx","4850628","Needville","true","CONDITIONAL"
"starr-tx","4850742","Netos","true","CONDITIONAL"
"collin-tx","4850760","Nevada","true","CONDITIONAL"
"tarrant-tx","4850772","Newark","true","CONDITIONAL"
"wise-tx","4850772","Newark","true","CONDITIONAL"
"guadalupe-tx","4850796","New Berlin","true","CONDITIONAL"
"bowie-tx","4850808","New Boston","true","CONDITIONAL"
"comal-tx","4850820","New Braunfels","true","CONDITIONAL"
"guadalupe-tx","4850820","New Braunfels","true","CONDITIONAL"
"young-tx","4850868","Newcastle","true","CONDITIONAL"
"smith-tx","4850876","New Chapel Hill","true","CONDITIONAL"
"lubbock-tx","4850916","New Deal","true","CONDITIONAL"
"denton-tx","4850920","New Fairview","true","CONDITIONAL"
"wise-tx","4850920","New Fairview","true","CONDITIONAL"
"zapata-tx","4850924","New Falcon","true","CONDITIONAL"
"lynn-tx","4851012","New Home","true","CONDITIONAL"
"collin-tx","4851036","New Hope","true","CONDITIONAL"
"rusk-tx","4851168","New London","true","CONDITIONAL"
"cherokee-tx","4851336","New Summerfield","true","CONDITIONAL"
"newton-tx","4851372","Newton","true","CONDITIONAL"
"austin-tx","4851384","New Ulm","true","CONDITIONAL"
"walker-tx","4851396","New Waverly","true","CONDITIONAL"
"hunt-tx","4851444","Neylandville","true","CONDITIONAL"
"caldwell-tx","4851492","Niederwald","true","CONDITIONAL"
"hays-tx","4851492","Niederwald","true","CONDITIONAL"
"starr-tx","4851552","Nina","true","CONDITIONAL"
"gonzales-tx","4851588","Nixon","true","CONDITIONAL"
"wilson-tx","4851588","Nixon","true","CONDITIONAL"
"montague-tx","4851648","Nocona","true","CONDITIONAL"
"montague-tx","4851654","Nocona Hills","true","CONDITIONAL"
"bell-tx","4851708","Nolanville","true","CONDITIONAL"
"jefferson-tx","4851720","Nome","true","CONDITIONAL"
"smith-tx","4851756","Noonday","true","CONDITIONAL"
"dewitt-tx","4851792","Nordheim","true","CONDITIONAL"
"maverick-tx","4851828","Normandy","true","CONDITIONAL"
"leon-tx","4851840","Normangee","true","CONDITIONAL"
"madison-tx","4851840","Normangee","true","CONDITIONAL"
"bee-tx","4851852","Normanna","true","CONDITIONAL"
"hidalgo-tx","4851900","North Alamo","true","CONDITIONAL"
"liberty-tx","4851984","North Cleveland","true","CONDITIONAL"
"starr-tx","4852068","North Escobares","true","CONDITIONAL"
"denton-tx","4852212","Northlake","true","CONDITIONAL"
"frio-tx","4852302","North Pearsall","true","CONDITIONAL"
"tarrant-tx","4852356","North Richland Hills","true","CONDITIONAL"
"nueces-tx","4852404","North San Pedro","true","CONDITIONAL"
"coleman-tx","4852668","Novice","true","CONDITIONAL"
"kaufman-tx","4852902","Oak Grove","true","CONDITIONAL"
"san-jacinto-tx","4852992","Oakhurst","true","CONDITIONAL"
"chambers-tx","4853004","Oak Island","true","CONDITIONAL"
"ellis-tx","4853115","Oak Leaf","true","CONDITIONAL"
"denton-tx","4853130","Oak Point","true","CONDITIONAL"
"cooke-tx","4853154","Oak Ridge","true","CONDITIONAL"
"kaufman-tx","4853160","Oak Ridge","true","CONDITIONAL"
"montgomery-tx","4853190","Oak Ridge North","true","CONDITIONAL"
"hood-tx","4853212","Oak Trail Shores","true","CONDITIONAL"
"navarro-tx","4853217","Oak Valley","true","CONDITIONAL"
"freestone-tx","4853232","Oakwood","true","CONDITIONAL"
"leon-tx","4853232","Oakwood","true","CONDITIONAL"
"haskell-tx","4853304","O'Brien","true","CONDITIONAL"
"san-patricio-tx","4853376","Odem","true","CONDITIONAL"
"ector-tx","4853388","Odessa","true","CONDITIONAL"
"midland-tx","4853388","Odessa","true","CONDITIONAL"
"dawson-tx","4853436","O'Donnell","true","CONDITIONAL"
"lynn-tx","4853436","O'Donnell","true","CONDITIONAL"
"coryell-tx","4853520","Oglesby","true","CONDITIONAL"
"webb-tx","4853556","Oilton","true","CONDITIONAL"
"wilbarger-tx","4853616","Oklaunion","true","CONDITIONAL"
"chambers-tx","4853824","Old River-Winfree","true","CONDITIONAL"
"liberty-tx","4853824","Old River-Winfree","true","CONDITIONAL"
"hidalgo-tx","4853934","Olivarez","true","CONDITIONAL"
"starr-tx","4853946","Olivia Lopez de Gutierrez","true","CONDITIONAL"
"cameron-tx","4853964","Olmito","true","CONDITIONAL"
"starr-tx","4853970","Olmito and Olmito","true","CONDITIONAL"
"bexar-tx","4853988","Olmos Park","true","CONDITIONAL"
"young-tx","4854000","Olney","true","CONDITIONAL"
"lamb-tx","4854012","Olton","true","CONDITIONAL"
"morris-tx","4854024","Omaha","true","CONDITIONAL"
"polk-tx","4854048","Onalaska","true","CONDITIONAL"
"hockley-tx","4854075","Opdyke West","true","CONDITIONAL"
"orange-tx","4854132","Orange","true","CONDITIONAL"
"jim-wells-tx","4854168","Orange Grove","true","CONDITIONAL"
"cameron-tx","4854186","Orason","true","CONDITIONAL"
"fort-bend-tx","4854192","Orchard","true","CONDITIONAL"
"upshur-tx","4854216","Ore City","true","CONDITIONAL"
"rusk-tx","4854432","Overton","true","CONDITIONAL"
"smith-tx","4854432","Overton","true","CONDITIONAL"
"dallas-tx","4854444","Ovilla","true","CONDITIONAL"
"ellis-tx","4854444","Ovilla","true","CONDITIONAL"
"jim-wells-tx","4854509","Owl Ranch","true","CONDITIONAL"
"brazoria-tx","4854528","Oyster Creek","true","CONDITIONAL"
"crockett-tx","4854552","Ozona","true","CONDITIONAL"
"starr-tx","4854558","Pablo Pena","true","CONDITIONAL"
"cottle-tx","4854600","Paducah","true","CONDITIONAL"
"bastrop-tx","4854624","Paige","true","CONDITIONAL"
"concho-tx","4854636","Paint Rock","true","CONDITIONAL"
"san-patricio-tx","4854666","Paisano Park","true","CONDITIONAL"
"matagorda-tx","4854684","Palacios","true","CONDITIONAL"
"anderson-tx","4854708","Palestine","true","CONDITIONAL"
"randall-tx","4854726","Palisades","true","CONDITIONAL"
"ellis-tx","4854744","Palmer","true","CONDITIONAL"
"cameron-tx","4854748","Palmer","true","CONDITIONAL"
"hidalgo-tx","4854780","Palmhurst","true","CONDITIONAL"
"cameron-tx","4854798","Palm Valley","true","CONDITIONAL"
"hidalgo-tx","4854804","Palmview","true","CONDITIONAL"
"hidalgo-tx","4854810","Palmview South","true","CONDITIONAL"
"starr-tx","4854846","Palo Blanco","true","CONDITIONAL"
"denton-tx","4854868","Paloma Creek","true","CONDITIONAL"
"denton-tx","4854872","Paloma Creek South","true","CONDITIONAL"
"palo-pinto-tx","4854876","Palo Pinto","true","CONDITIONAL"
"gray-tx","4854912","Pampa","true","CONDITIONAL"
"carson-tx","4854960","Panhandle","true","CONDITIONAL"
"montgomery-tx","4855008","Panorama Village","true","CONDITIONAL"
"tarrant-tx","4855020","Pantego","true","CONDITIONAL"
"wise-tx","4855056","Paradise","true","CONDITIONAL"
"lamar-tx","4855080","Paris","true","CONDITIONAL"
"collin-tx","4855152","Parker","true","CONDITIONAL"
"harris-tx","4856000","Pasadena","true","CONDITIONAL"
"waller-tx","4856108","Pattison","true","CONDITIONAL"
"montgomery-tx","4856156","Patton Village","true","CONDITIONAL"
"bee-tx","4856252","Pawnee","true","CONDITIONAL"
"henderson-tx","4856276","Payne Springs","true","CONDITIONAL"
"brazoria-tx","4856348","Pearland","true","CONDITIONAL"
"fort-bend-tx","4856348","Pearland","true","CONDITIONAL"
"harris-tx","4856348","Pearland","true","CONDITIONAL"
"frio-tx","4856384","Pearsall","true","CONDITIONAL"
"parker-tx","4856432","Peaster","true","CONDITIONAL"
"tarrant-tx","4856462","Pecan Acres","true","CONDITIONAL"
"wise-tx","4856462","Pecan Acres","true","CONDITIONAL"
"delta-tx","4856468","Pecan Gap","true","CONDITIONAL"
