canonicalCommunity,canonicalPlaceId,membershipAuthorityAvailable,membershipAuthorityReason,membershipApplicability,membershipCount,membershipCountyFips,membershipCountyIds,membershipCountyNames,unresolvedCountyFips,duplicateCountyFips,duplicateCountyIds,operationalProjectionMembershipCount,operationalProjectionCountyIds,operationalProjectionThinnerThanRegistry,crossingCanonicalPlaceAvailable,officialRoadwayConsumerAvailable,weatherConsumerAvailable,membershipAuthorityPass
La Pryor,4841452,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48507,zavala-tx,Zavala County,,,,1,zavala-tx,false,true,true,true,true
La Puerta,4841458,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Laredo,4841464,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Laredo Ranchettes,4841473,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Laredo Ranchettes West,4841475,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
La Rosita,4841503,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Lasana,4841542,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
Lasara,4841548,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48489,willacy-tx,Willacy County,,,,1,willacy-tx,false,true,true,true,true
Las Haciendas,4841565,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Las Lomas,4841566,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Las Lomitas,4841569,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48247,jim-hogg-tx,Jim Hogg County,,,,1,jim-hogg-tx,false,true,true,true,true
Las Palmas,4841579,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48505,zapata-tx,Zapata County,,,,1,zapata-tx,false,true,true,true,true
Las Palmas II,4841580,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
Las Pilas,4841582,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Las Quintas Fronterizas,4841583,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48323,maverick-tx,Maverick County,,,,1,maverick-tx,false,true,true,true,true
Latexo,4841644,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48225,houston-tx,Houston County,,,,1,houston-tx,false,true,true,true,true
La Tina Ranch,4841660,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
Laughlin AFB,4841704,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48465,val-verde-tx,Val Verde County,,,,1,val-verde-tx,false,true,true,true,true
Laureles,4841728,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
La Vernia,4841764,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48493,wilson-tx,Wilson County,,,,1,wilson-tx,false,true,true,true,true
La Victoria,4841782,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
La Villa,4841788,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
Lavon,4841800,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48085,collin-tx,Collin County,,,,1,collin-tx,false,true,true,true,true
La Ward,4841848,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48239,jackson-tx,Jackson County,,,,1,jackson-tx,false,true,true,true,true
Lawn,4841872,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48441,taylor-tx,Taylor County,,,,1,taylor-tx,false,true,true,true,true
League City,4841980,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48167|48201,galveston-tx|harris-tx,Galveston County|Harris County,,,,2,galveston-tx|harris-tx,false,true,true,true,true
Leakey,4842004,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48385,real-tx,Real County,,,,1,real-tx,false,true,true,true,true
Leander,4842016,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48453|48491,travis-tx|williamson-tx,Travis County|Williamson County,,,,2,travis-tx|williamson-tx,false,true,true,true,true
Leary,4842028,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48037,bowie-tx,Bowie County,,,,1,bowie-tx,false,true,true,true,true
Lefors,4842148,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48179,gray-tx,Gray County,,,,1,gray-tx,false,true,true,true,true
Lelia Lake,4842244,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48129,donley-tx,Donley County,,,,1,donley-tx,false,true,true,true,true
Leming,4842256,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48013,atascosa-tx,Atascosa County,,,,1,atascosa-tx,false,true,true,true,true
Leona,4842340,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48289,leon-tx,Leon County,,,,1,leon-tx,false,true,true,true,true
Leonard,4842352,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48147,fannin-tx,Fannin County,,,,1,fannin-tx,false,true,true,true,true
Leon Valley,4842388,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48029,bexar-tx,Bexar County,,,,1,bexar-tx,false,true,true,true,true
Leroy,4842400,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48309,mclennan-tx,McLennan County,,,,1,mclennan-tx,false,true,true,true,true
Levelland,4842448,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48219,hockley-tx,Hockley County,,,,1,hockley-tx,false,true,true,true,true
Lewisville,4842508,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48113|48121,dallas-tx|denton-tx,Dallas County|Denton County,,,,2,dallas-tx|denton-tx,false,true,true,true,true
Lexington,4842532,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48287,lee-tx,Lee County,,,,1,lee-tx,false,true,true,true,true
Liberty,4842568,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48291,liberty-tx,Liberty County,,,,1,liberty-tx,false,true,true,true,true
Liberty City,4842616,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48183,gregg-tx,Gregg County,,,,1,gregg-tx,false,true,true,true,true
Liberty Hill,4842664,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48491,williamson-tx,Williamson County,,,,1,williamson-tx,false,true,true,true,true
Lindale,4842820,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48423,smith-tx,Smith County,,,,1,smith-tx,false,true,true,true,true
Linden,4842844,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48067,cass-tx,Cass County,,,,1,cass-tx,false,true,true,true,true
Lindsay,4842868,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48097,cooke-tx,Cooke County,,,,1,cooke-tx,false,true,true,true,true
Lindsay,4842874,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48389,reeves-tx,Reeves County,,,,1,reeves-tx,false,true,true,true,true
Lingleville,4842880,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48143,erath-tx,Erath County,,,,1,erath-tx,false,true,true,true,true
Linn,4842916,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
Lipan,4842940,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48221,hood-tx,Hood County,,,,1,hood-tx,false,true,true,true,true
Lipscomb,4842952,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48295,lipscomb-tx,Lipscomb County,,,,1,lipscomb-tx,false,true,true,true,true
Little Cypress,4843000,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48361,orange-tx,Orange County,,,,1,orange-tx,false,true,true,true,true
Little Elm,4843012,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48121,denton-tx,Denton County,,,,1,denton-tx,false,true,true,true,true
Littlefield,4843024,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48279,lamb-tx,Lamb County,,,,1,lamb-tx,false,true,true,true,true
Little River-Academy,4843066,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48027,bell-tx,Bell County,,,,1,bell-tx,false,true,true,true,true
Live Oak,4843096,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48029,bexar-tx,Bexar County,,,,1,bexar-tx,false,true,true,true,true
Liverpool,4843120,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48039,brazoria-tx,Brazoria County,,,,1,brazoria-tx,false,true,true,true,true
Livingston,4843132,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48373,polk-tx,Polk County,,,,1,polk-tx,false,true,true,true,true
Llano,4843144,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48299,llano-tx,Llano County,,,,1,llano-tx,false,true,true,true,true
Llano Grande,4843150,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
Lockett,4843216,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48487,wilbarger-tx,Wilbarger County,,,,1,wilbarger-tx,false,true,true,true,true
Lockhart,4843240,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48055,caldwell-tx,Caldwell County,,,,1,caldwell-tx,false,true,true,true,true
Lockney,4843252,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48153,floyd-tx,Floyd County,,,,1,floyd-tx,false,true,true,true,true
Log Cabin,4843354,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48213,henderson-tx,Henderson County,,,,1,henderson-tx,false,true,true,true,true
Lolita,4843432,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48239,jackson-tx,Jackson County,,,,1,jackson-tx,false,true,true,true,true
Loma Grande,4843458,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48507,zavala-tx,Zavala County,,,,1,zavala-tx,false,true,true,true,true
Loma Linda,4843460,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48409,san-patricio-tx,San Patricio County,,,,1,san-patricio-tx,false,true,true,true,true
Loma Linda East,4843462,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48249,jim-wells-tx,Jim Wells County,,,,1,jim-wells-tx,false,true,true,true,true
Loma Linda East,4843463,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Loma Linda West,4843465,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Loma Vista,4843474,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Lometa,4843516,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48281,lampasas-tx,Lampasas County,,,,1,lampasas-tx,false,true,true,true,true
Lone Oak,4843636,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48231,hunt-tx,Hunt County,,,,1,hunt-tx,false,true,true,true,true
Lone Star,4843684,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48343,morris-tx,Morris County,,,,1,morris-tx,false,true,true,true,true
Longoria,4843822,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Longview,4843888,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48183|48203,gregg-tx|harrison-tx,Gregg County|Harrison County,,,,2,gregg-tx|harrison-tx,false,true,true,true,true
Loop,4843948,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48165,gaines-tx,Gaines County,,,,1,gaines-tx,false,true,true,true,true
Lope̱o,4843960,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48505,zapata-tx,Zapata County,,,,1,zapata-tx,false,true,true,true,true
Lopezville,4843972,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
Loraine,4843996,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48335,mitchell-tx,Mitchell County,,,,1,mitchell-tx,false,true,true,true,true
Lorena,4844020,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48309,mclennan-tx,McLennan County,,,,1,mclennan-tx,false,true,true,true,true
Lorenzo,4844032,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48107,crosby-tx,Crosby County,,,,1,crosby-tx,false,true,true,true,true
Los Altos,4844038,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Los Alvarez,4844044,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Los Angeles,4844062,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48489,willacy-tx,Willacy County,,,,1,willacy-tx,false,true,true,true,true
Los Arcos,4844072,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Los Arrieros,4844075,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Los Barreras,4844076,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Los Centenarios,4844077,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Los Corralitos,4844079,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Los Ebanos,4844104,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
Los Ebanos,4844110,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Los Fresnos,4844116,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
Los Fresnos,4844120,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Los Huisaches,4844123,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Los Indios,4844128,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
Los Lobos,4844142,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48505,zapata-tx,Zapata County,,,,1,zapata-tx,false,true,true,true,true
Los Minerales,4844145,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Los Nopalitos,4844146,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Lost Creek,4844162,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48453,travis-tx,Travis County,,,,1,travis-tx,false,true,true,true,true
Los Veteranos I,4844167,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Los Veteranos II,4844168,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Los Ybanez,4844170,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48115,dawson-tx,Dawson County,,,,1,dawson-tx,false,true,true,true,true
Lott,4844176,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48145,falls-tx,Falls County,,,,1,falls-tx,false,true,true,true,true
Louise,4844212,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48481,wharton-tx,Wharton County,,,,1,wharton-tx,false,true,true,true,true
Lovelady,4844260,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48225,houston-tx,Houston County,,,,1,houston-tx,false,true,true,true,true
Loving,4844284,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48503,young-tx,Young County,,,,1,young-tx,false,true,true,true,true
Lowry Crossing,4844308,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48085,collin-tx,Collin County,,,,1,collin-tx,false,true,true,true,true
Lozano,4844344,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
Lubbock,4845000,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48303,lubbock-tx,Lubbock County,,,,1,lubbock-tx,false,true,true,true,true
Lucas,4845012,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48085,collin-tx,Collin County,,,,1,collin-tx,false,true,true,true,true
Lueders,4845048,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48253|48417,jones-tx|shackelford-tx,Jones County|Shackelford County,,,,2,jones-tx|shackelford-tx,false,true,true,true,true
Lufkin,4845072,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48005,angelina-tx,Angelina County,,,,1,angelina-tx,false,true,true,true,true
Luling,4845096,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48055|48187,caldwell-tx|guadalupe-tx,Caldwell County|Guadalupe County,,,,2,caldwell-tx|guadalupe-tx,false,true,true,true,true
Lumberton,4845120,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48199,hardin-tx,Hardin County,,,,1,hardin-tx,false,true,true,true,true
Lyford,4845228,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48489,willacy-tx,Willacy County,,,,1,willacy-tx,false,true,true,true,true
Lyons,4845276,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48051,burleson-tx,Burleson County,,,,1,burleson-tx,false,true,true,true,true
Lytle,4845288,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,3,48013|48029|48325,atascosa-tx|bexar-tx|medina-tx,Atascosa County|Bexar County|Medina County,,,,3,atascosa-tx|bexar-tx|medina-tx,false,true,true,true,true
