countyFips,countyId,community,placeGeoid,canonicalKey,operationalKey,multiCounty,governedMemberships,contextStatus,roadwayStatus,roadwayLoader,roadwayFeatureCount,driveTexasRepositoryContract,driveTexasSourceHealthContract,driveTexasLiveRequired,officialRoadwayContract,officialRoadwayLiveRequired,alertsPublicationContract,alertsActiveRowsContract,alertsPresentationContract,showOnMapContract,alertsLiveRequired,railManifestState,railGovernedCount,railRepositoryContract,railLiveRequired,staleOwnershipContract,liveBrowserRequired,riskFlags,overallRepositoryStatus
48439,tarrant-tx,Lake Worth,4841056,place-4841056,place-4841056,false,48439,PASS,ROADWAY_EXPECTED_EMPTY,partitioned,40799,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,615,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48427,starr-tx,La Loma de Falcon,4841086,place-4841086,place-4841086,false,48427,PASS,ROADWAY_WITH_DATA,generic,7753,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,28,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48007,aransas-tx,Lamar,4841092,place-4841092,place-4841092,false,48007,PASS,ROADWAY_WITH_DATA,generic,1987,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,5,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48167,galveston-tx,La Marque,4841116,place-4841116,place-4841116,false,48167,PASS,ROADWAY_EXPECTED_EMPTY,generic,EVIDENCE_NOT_AVAILABLE,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,144,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48115,dawson-tx,Lamesa,4841164,place-4841164,place-4841164,false,48115,PASS,ROADWAY_WITH_DATA,generic,4632,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_EMPTY,0,RAIL_EXPECTED_EMPTY,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48427,starr-tx,La Minita,4841170,place-4841170,place-4841170,false,48427,PASS,ROADWAY_WITH_DATA,generic,7753,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,28,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48093,comanche-tx,Lamkin,4841176,place-4841176,place-4841176,false,48093,PASS,ROADWAY_WITH_DATA,generic,2532,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,80,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48479,webb-tx,La Moca Ranch,4841180,place-4841180,place-4841180,false,48479,PASS,ROADWAY_WITH_DATA,generic,10872,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,164,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48281,lampasas-tx,Lampasas,4841188,place-4841188,place-4841188,false,48281,PASS,ROADWAY_WITH_DATA,generic,2964,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,41,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48113,dallas-tx,Lancaster,4841212,place-4841212,place-4841212,false,48113,PASS,ROADWAY_EXPECTED_EMPTY,partitioned,40208,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,789,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48121,denton-tx,Lantana,4841404,place-4841404,place-4841404,false,48121,PASS,ROADWAY_EXPECTED_EMPTY,partitioned,20489,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,231,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48061,cameron-tx,La Paloma,4841416,place-4841416,place-4841416,false,48061,PASS,ROADWAY_WITH_DATA,generic,11221,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,290,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48409,san-patricio-tx,La Paloma Addition,4841420,place-4841420,place-4841420,false,48409,PASS,ROADWAY_WITH_DATA,generic,3984,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,135,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48355,nueces-tx,La Paloma-Lost Creek,4841422,place-4841422,place-4841422,false,48355,PASS,ROADWAY_WITH_DATA,generic,10009,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,196,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48427,starr-tx,La Paloma Ranchettes,4841424,place-4841424,place-4841424,false,48427,PASS,ROADWAY_WITH_DATA,generic,7753,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,28,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48201,harris-tx,La Porte,4841440,place-4841440,place-4841440,false,48201,PASS,ROADWAY_WITH_DATA,partitioned,470275,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,1159,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48479,webb-tx,La Presa,4841449,place-4841449,place-4841449,false,48479,PASS,ROADWAY_WITH_DATA,generic,10872,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,164,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48507,zavala-tx,La Pryor,4841452,place-4841452,place-4841452,false,48507,PASS,ROADWAY_WITH_DATA,generic,4966,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_EMPTY,0,RAIL_EXPECTED_EMPTY,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48427,starr-tx,La Puerta,4841458,place-4841458,place-4841458,false,48427,PASS,ROADWAY_WITH_DATA,generic,7753,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,28,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48479,webb-tx,Laredo,4841464,place-4841464,place-4841464,false,48479,PASS,ROADWAY_WITH_DATA,generic,10872,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,164,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48479,webb-tx,Laredo Ranchettes,4841473,place-4841473,place-4841473,false,48479,PASS,ROADWAY_WITH_DATA,generic,10872,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,164,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48479,webb-tx,Laredo Ranchettes West,4841475,place-4841475,place-4841475,false,48479,PASS,ROADWAY_WITH_DATA,generic,10872,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,164,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48427,starr-tx,La Rosita,4841503,place-4841503,place-4841503,false,48427,PASS,ROADWAY_WITH_DATA,generic,7753,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,28,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
48061,cameron-tx,Lasana,4841542,place-4841542,place-4841542,false,48061,PASS,ROADWAY_WITH_DATA,generic,11221,PASS,SOURCE_STATUS_ENVELOPE_GOVERNED,LIVE_BROWSER_REQUIRED,GOVERNED_DRIVETEXAS_CONSUMER_PRESENTATION,LIVE_BROWSER_REQUIRED,GOVERNED_ACTIVE_GEOGRAPHIC_DEDUPLICATED_PRESENTATION,ACTIVE_ROWS_ONLY_CLEARED_EXCLUDED,SOURCE_OWNERSHIP_AND_CLASSIFICATION_GOVERNED,GOVERNED_PRESENTATION_RECORD_PUBLICATION,LIVE_BROWSER_REQUIRED,ACTIVE_POSITIVE,290,RAIL_WITH_DATA,LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED,true,DRIVETEXAS_LIVE_BROWSER_REQUIRED|OFFICIAL_ROADWAY_LIVE_BROWSER_REQUIRED|ALERTS_LIVE_BROWSER_REQUIRED|RAIL_LIVE_BROWSER_REQUIRED|SHOW_ON_MAP_LIVE_BROWSER_REQUIRED|STALE_OWNERSHIP_LIVE_BROWSER_REQUIRED,LIVE_BROWSER_REQUIRED
